mtime,AK,AS,BE,CS,CT,CU,CY,DH,DJ,DK,DP,EZ,FJ,FP,FR,GL,GP,GT,GV,I,JT,JX,KO,KU,KW,KY,KZ,MR,N,NX,NZ,QS,QX,RS,SW
2021-11-07T02:30,6777409,8281622,6936757,6533612,7003636,8990388,8451456,7995205,8548276,5876545,7933094,6229012,4671473,6326531,7101757,6679531,4939967,6729295,8533956,8056202,5343143,7288213,5379839,10267010,7157223,4579946,9006590,7842738,5913507,6090398,9747993,7944127,8323541,6085906,6617173
2021-11-07T02:35,6104860,8307409,7545554,7874312,5884946,6283176,7433266,8239827,6537514,7257791,6925926,8246897,7349536,7912131,7544517,7223357,5940620,7273797,8436202,9684258,7945270,8732775,8189098,6512537,6584789,7466311,6770211,6834814,7815080,9374827,5791658,6313565,6088559,6343377,5986615
2021-11-07T02:40,6953598,8382675,7936193,7683971,7791780,8354622,6066056,6406559,8181433,7361354,8321774,8738040,8008447,8507777,7936379,6355698,6771895,8916098,7429141,7385069,8169420,8571279,6626560,7832762,6554293,6259516,9098930,7410620,8167454,5616450,5893705,7248252,7323229,7743735,8209719
2021-11-07T02:45,7582186,7067317,8759280,7141738,7614301,6657534,8116746,7450668,6713281,6447390,7026924,8315149,7119761,7231676,7358432,6956031,7862802,7337646,7317913,6766910,8488105,5639702,5686770,9471291,9385451,8339990,5777372,7580048,6955732,5948041,7993422,5814229,6561111,7353878,8168375
2021-11-07T02:50,8433229,6571443,7232371,9181609,5960242,8857860,6445323,6759990,7060224,6192236,7793176,5911897,7163584,6604883,7789843,6756604,7793917,6946039,5319579,6592806,7941633,7377155,6989910,5655794,10152678,8149900,8931845,6317237,6936618,7980429,8313377,6235547,5713045,7229444,5891276
2021-11-07T02:55,7644474,7254695,6741932,8593206,8745574,7426349,7873641,7307302,7839639,8802124,6617828,9002827,7814259,8075566,5978076,6752936,7471401,8546385,7238094,7539183,8746746,8133173,6600787,6577227,7650007,7406706,7882350,8946186,6929085,7327372,7756522,8244916,7244129,5810592,7342003
2021-11-07T03:00,6428155,5668007,5797820,8298916,8089687,5672574,8719583,7088065,4923317,7391075,7072204,6151610,5950387,5890327,6441699,5399564,7022371,7560247,6150815,6772708,5898719,6234569,8925647,7997389,6733378,6313578,6605463,9014026,7571677,8854585,7869404,7494213,6340905,7541636,6003591
2021-11-07T03:05,6477872,7427121,7287140,6936306,7834226,8325533,8201947,5625953,5885654,8386484,6759340,8660910,6624165,8164149,7406497,7310549,5923408,8888929,8056899,6996021,7770651,8952661,6375176,6715257,7121542,5614713,6292850,5651866,6793426,7380687,8881481,6911324,7122710,5573283,6810973
2021-11-07T03:10,5129585,6369655,11398835,7907558,7282032,8673801,7907379,7449041,8356464,6917571,8703520,7588563,7684823,7785348,6466300,6878655,8058543,6583072,6645023,7314662,7651322,7241031,7313636,7350979,7240760,6791830,7850042,8055816,8495120,9111660,6715932,7517033,9259008,7997311,7776677
2021-11-07T03:15,7892813,6849281,6328351,5674827,8313568,7188672,8949067,7831290,8897174,10247622,5164188,6944137,7849553,6302581,6788381,8729615,8721561,8293359,7481065,4982672,7826564,8383526,7581869,6092366,7599632,5622576,7043536,6329597,7152211,6678943,7858459,7850893,6458366,6917316,7606338
2021-11-07T03:20,6298114,7960180,7592609,7913467,6555473,6005442,6726604,6558937,6655182,8518724,6170164,8578792,7656841,8893442,8598040,6726430,7288936,7949985,7017991,7527712,7351025,6896271,5395651,7723541,7446386,6256321,7651836,6701673,7896387,6674003,8961838,8443754,7334104,6716326,7562374
2021-11-07T03:25,5951777,5565712,8322197,6651717,7927587,10814255,8823561,7601454,7553939,6984482,8193889,5668698,6746531,8196969,7677277,7248057,6477026,6540693,7368970,8599045,8524193,5770277,8572235,5643784,5593585,7184386,10172864,6488738,7920544,6561064,6157352,7378506,7676053,6868846,7930361
2021-11-07T03:30,6437185,7506466,6913743,6643075,6795412,7973233,7595864,6234600,6899514,5624175,7128487,7711390,6358356,7500916,4703445,7012348,6835344,5488259,6856926,7543355,7691578,6892028,7235723,7703104,7769510,7843376,6879375,6089800,7779974,6957656,7613614,7942128,7243520,7342660,8168610
2021-11-07T03:35,8647446,8791573,9492346,6818934,6426676,9685599,5547251,5827310,7049694,6152822,6973767,8903153,7338495,7412650,6565466,7213601,8262832,8616505,8156635,7130867,7377212,7768084,9233410,5503083,8198483,8663571,10185203,7173156,6854777,6904896,9952936,5736679,7596790,8422632,5263096
2021-11-07T03:40,8281470,8870073,6723545,6280241,6658902,7150499,6620637,8584820,6901752,8278834,5457137,6486352,7713348,6516531,6135741,7687265,8046974,7313412,7028452,6885528,7440826,8799497,5645020,5861552,7262270,7647172,7928143,7931292,7172317,11262112,5630981,6807566,8283079,6262553,7665835
2021-11-07T03:45,6816512,6374230,8559213,6411746,6020537,7680936,6004137,7994835,8065969,7736214,5704647,8579527,7356869,9058062,8591457,6796150,8252582,8147238,7325098,10110780,8408109,9086064,7848728,6517538,8161992,6732842,7642678,5702489,7776389,8318533,6528079,7168421,8070094,7635895,7160399
2021-11-07T03:50,7566334,8667078,8934350,6907188,9121920,6384589,7463575,7652143,7815096,6519439,8377748,6184341,7392901,6828421,6323431,6863536,6134809,4911763,6862276,6704176,6503391,6657316,5933904,6975369,8388874,7760998,7228113,5689549,4154136,7904265,7292274,8270684,7641009,7039386,6163629
2021-11-07T03:55,7843672,9491363,7862791,7032421,6921890,7706400,6243396,8251450,6129567,5456527,8771781,6132886,5889090,7268775,9182366,7245519,7796540,8463478,8067125,7201882,7548845,8444204,6454062,7200757,8951561,7126619,5862670,7325727,6552372,7770317,6409609,5948060,4940154,5465314,8368344
2021-11-07T04:00,6202730,7547743,8017193,8166840,7876205,7875500,6846437,8378638,6604192,8222080,9413675,8252320,6620680,7576026,6730854,8105711,8751743,7317795,8457396,7729624,8122127,5774841,5550483,7344908,9965684,9206808,7784656,7011766,7212802,7025550,8154552,7959161,7589803,6305122,8062114
2021-11-07T04:05,8961730,8009001,8623220,8816591,6702489,8361830,7152938,8500179,7103306,8130587,7083603,6833481,8946134,7683651,6554611,7148050,6570671,5778305,8835186,7301685,7779357,6379353,8304882,6265824,7474269,6257212,7974795,8277096,9492590,6450883,10330785,7175385,7996187,7973307,6414896
2021-11-07T04:10,6265323,7136344,7211363,7724288,6754953,9093467,6108771,7514984,8255593,6656308,8224211,4796736,6765801,8550745,6828359,6567419,7813591,7916261,7599281,5965501,7920814,6713357,6695002,5908040,7506460,7863016,7631606,5416508,7115998,8954135,6263686,8387526,7174572,7206724,8481974
2021-11-07T04:15,6671707,6759099,7376911,6422045,7176579,7378294,5264500,7102478,7091474,7637038,7668519,7979206,6518330,8100181,6538941,7334983,6921762,7977054,7138794,7738623,8627280,6766552,6762126,6868321,6565307,9849302,7178361,7878374,6021690,8148879,7560889,6579143,7433142,6365207,6919400
2021-11-07T04:20,7164846,6683183,8368412,7698313,7267022,7530370,9881881,7492641,6955522,6947923,9645593,9511937,7247007,9071272,8485733,8901256,6875421,7645015,8141161,7366715,6396532,8417682,7577189,5630334,8992097,7393733,7873519,8015647,7573255,9753476,5794522,7005226,7548644,6060517,8118932
2021-11-07T04:25,9085309,7020638,7511093,7330249,8717105,9439405,7294620,5680367,5444802,6579976,8466624,6994780,7369811,6851334,7121737,7325858,6321132,8463766,7155565,6574398,7466145,8905029,6795911,6640256,5874492,8411422,9133956,7984235,8550138,9239612,7137504,7208195,9628123,6465203,8965689
2021-11-07T04:30,8160984,6808323,6822176,9058505,7239523,6927552,7670980,7536104,6344394,6667941,6271460,6632631,6277998,7741968,8313108,7788296,8037652,7978515,9263715,7694398,5417417,7201625,9550865,8017484,6257599,7401186,6909754,7313275,7074770,8697913,8658520,7165097,7006771,7501694,7151226
2021-11-07T04:35,7167435,7238343,7352641,6361902,8824852,5237413,8460767,8205071,8118242,7411653,9340427,6766034,7201553,6356651,6638338,8978538,6571619,5825003,7445133,6801858,4809777,7095510,7224171,7567336,8914413,7073170,7589181,7715872,7807990,7281230,5990535,7397013,6953642,7160774,6053456
2021-11-07T04:40,6456925,7211723,8020065,6372938,6492138,5846100,7343267,8007010,8275461,6294135,7945258,9124418,7847334,7287144,4669120,6853910,7023950,8912070,9176973,7166000,9210391,7839773,7430303,9928876,8777801,6442573,7788068,6236362,9077506,6908085,6906504,7498645,7064998,8634277,6916934
2021-11-07T04:45,5664787,5040780,6299306,7491193,6688696,9353827,7012126,7110099,7401068,7744276,7355197,7012122,8657222,7076585,5553747,4511001,6348787,8104272,7151241,7962400,6033643,6222861,8304279,6507146,7215149,6838156,7123695,6151507,6928511,6289708,7543730,7771169,7863437,6988842,9428860
2021-11-07T04:50,7050197,7084016,6916881,9214968,7559664,7747494,9501558,7895931,9148737,5962256,8978337,8485435,5480792,8969181,6767151,5979108,5929860,8355295,6516929,6454924,6391784,5091685,6009646,6584993,7524424,6263133,7703034,5647774,9207858,7631490,8074628,7815600,6646432,6402517,6895193
2021-11-07T04:55,6975028,6863625,6804451,7945712,6955913,6441342,8693083,5155894,7114240,9331688,6872652,8093543,7134827,8032622,5727356,5791658,8414985,9000648,6345399,6076753,6197054,7963497,5980755,7658368,7230866,4487647,7939675,6152737,8321804,5980719,7331194,6865814,8028677,8091533,6081059
2021-11-07T05:00,7053339,6446086,7271666,8137707,7670425,5598086,9805027,7464871,6995953,8502678,7229379,7422838,5956649,7591327,6839926,5595884,7667133,6095385,8441542,6858584,6819954,9399013,5658342,7304569,7290943,6598753,8203953,4472706,9101498,6304842,8913424,4949193,6993453,7106378,8271648
2021-11-07T05:05,6779191,7299755,8410177,6819470,6463556,7934718,7121827,8162414,8587474,7793926,9399863,6979849,6675478,6621224,11909186,9141552,6497228,8350631,8252638,7669149,10207653,6838257,8080987,8352097,6216288,6431212,6619680,7516169,7270299,7682384,6463004,7003642,7121764,7742582,6441119
2021-11-07T05:10,10415427,7630755,8641560,8050566,8538386,7091879,7666629,8715782,6696178,7946942,10321481,7534433,6246998,6782296,9398043,7838786,6692338,6476419,5899622,7678206,8555922,8787677,5891549,7046357,6319561,6921487,8897507,7043022,7456868,5396635,7306335,4692009,7839199,7308195,7330298
2021-11-07T05:15,7148032,8555761,9294786,6552004,8601552,7649217,9763067,6460933,7885538,6773129,4859897,7821260,6103188,7262110,8030954,8152924,8245021,6461752,8206573,6886500,5629246,6470516,8154338,7378357,7849178,6798678,7078055,8396782,6836609,8384580,9242974,6646528,6369248,5671634,8434477
2021-11-07T05:20,7733156,6505693,8208936,6905734,6599655,5945480,8362176,5842230,7816028,6125464,8652530,6645008,8971645,6638853,6975521,6174858,7243999,7734582,6556650,6875410,8985853,5244960,6593550,6791673,7399987,7317583,4962508,6709972,6273442,6386073,7690997,6972748,7390169,7270963,8237310
2021-11-07T05:25,8145921,7350236,6985315,8123712,5772758,7274023,4992850,8064843,5964468,5765808,7491877,8623109,5388127,7240606,7922932,7598374,6298905,7837512,6315709,8673781,6228930,6688034,8191395,5664006,6816603,7759870,6132515,6772643,7258480,8278753,8215746,7719752,8010034,4531075,7018467
2021-11-07T05:30,6519525,6101501,6681117,6633446,6318436,7270960,8865159,4772513,7178857,7884756,6580783,7124305,6326084,6946795,6736998,6169943,7464635,7654783,8542429,6836152,5213401,7313541,8580340,6612699,7308542,5900739,6085950,5807286,7946780,7186416,7778967,6496117,9322912,7594845,7626213
2021-11-07T05:35,7542461,6201456,6297093,6866986,5826209,8846180,9111123,7913314,6676057,7633158,9538243,9324725,7546035,6720474,6489736,7324987,7789809,6729333,7143232,8231759,7044554,7785555,6387925,7450003,7195879,6887112,8581444,8076165,6555121,7462655,6190624,8522430,6567217,7278677,7824411
2021-11-07T05:40,6850543,9591051,7255571,7394217,7727452,9034318,6719109,6470343,10299220,6347125,8174296,7897364,7335710,6775103,9239473,6151171,8243147,6379202,5281473,7525313,7883034,7524886,7046297,7332860,7813460,7681501,8497670,7973431,7024303,5196163,5817821,9810615,7848140,7602688,7101331
2021-11-07T05:45,6031797,6169882,9098724,8150975,7704667,6151636,7399488,8456163,7813174,8299597,6728587,6303274,7642905,7210311,7809461,7341407,6957961,8467926,9100058,7416889,7063799,8234278,5614006,7168830,7791237,9437584,6322238,7261628,6960601,7824247,7043549,7927074,6235228,7506809,7340867
2021-11-07T05:50,8528346,6059943,7598901,8313839,6965112,5024920,5982662,5988059,8579013,6930353,7167205,7419568,8141396,7002956,6026889,6646911,6017412,6783134,7952686,6464204,8323957,7026230,6856782,6360983,8129727,8935144,6949710,6329176,6832124,7143702,8459843,7770589,6266770,6261358,7019606
2021-11-07T05:55,6082676,5322562,6287625,6988235,5922082,9471413,8848766,8592272,7012566,8000414,9213348,5148043,5646533,6643023,5943703,8608876,7252304,6949642,7466258,6860701,7340941,6374784,5977891,8130831,6031642,6274455,6312829,6449704,9706798,6165277,9334998,6596908,7656659,7790333,8704595
2021-11-07T06:00,7960107,7418647,7484157,7919776,6852805,7307885,7778698,8949599,9165734,7657160,7617832,7468468,7263458,6635965,5502708,7326593,7871716,7648682,6893554,6608917,5925140,9212201,7782498,6958804,9208020,7556447,7050870,6307996,8943891,8571071,8060849,6385342,6453108,8123412,7494089
2021-11-07T06:05,5752387,7170821,7087712,6310652,6698466,6893039,7309943,8301482,8222804,7247134,7120498,7860281,8159817,8823661,5937934,7283593,7860347,7294502,6371804,8516338,7734076,8203127,6724706,5423414,7649375,9808222,6890420,8434778,6044594,6859215,6423812,6476509,6793551,7550489,6537182
2021-11-07T06:10,7508824,7615800,6613197,8509236,8437802,6738005,8521108,7584054,8893031,7632346,7466058,6916685,9209271,6463655,6746776,6448643,7394934,8540009,6639127,6162995,6683616,8410016,7236102,7516645,7524745,8016524,5450767,5681697,6852070,6624977,7785904,6106686,8775107,7156910,7039894
2021-11-07T06:15,7977283,7866067,7975755,6001362,7476380,6892498,7554639,6952741,8228498,8085280,7552221,10425011,8885927,8190735,10012855,8581221,5016175,5802693,8312808,7960564,6114082,7964606,6047108,7547510,7987771,7504437,7803895,7881227,6654010,6765607,7308805,6797382,8915358,9123390,7452887
2021-11-07T06:20,8233678,7266621,6757043,8254904,7214382,8026076,8004474,7919719,7755037,6101526,6898250,7758183,6363431,7165726,6585917,6606743,7548410,7356839,7649891,8033623,7693019,7236841,7642058,7975731,7533153,7757935,8546352,7867333,7190341,9225607,9184252,7880980,9070857,8986607,8575496
2021-11-07T06:25,8776342,7762983,6784837,8969230,6382420,6106043,6899466,7672773,6532146,6180132,5298631,8052797,8511782,6930921,6685293,6140572,6929699,6312824,8925181,6140694,8179223,7589347,7314167,7333920,7646932,6776232,5932271,7046842,6067659,5731050,7369647,8200084,6529106,9815165,7251663
2021-11-07T06:30,4781088,9125410,3587366,7928088,8246482,7330738,10788673,9067993,9070152,8099233,8793515,5308563,6198682,7263787,8669361,8007294,8262813,6613042,7617764,7768500,7561895,6031409,6085254,7804193,5580241,7723464,7486930,8235687,5673214,7173534,10147862,7701889,6764881,7088038,7305610
2021-11-07T06:35,6161836,6072252,7975075,8411459,7523526,8511668,6051870,6626745,7471662,7342133,8523392,7110676,5996229,6886107,7192706,7854852,5783024,7174887,9792162,7802024,8762790,6435219,7063691,7684277,7545016,7241421,8051365,6865858,6687006,5939377,6323284,6265781,7190880,7429831,6530953
2021-11-07T06:40,6627373,8402013,4570513,9632439,8922123,7375924,9090920,7991937,6028374,10590123,6496254,9184499,7324021,6192949,7933702,9003720,8973616,6167962,8386329,8249242,6289363,7538270,8454610,8126311,7138602,5364592,6717877,7164150,7817999,7816106,6908733,9599199,8503583,7548144,7981937
2021-11-07T06:45,9598403,8581226,6837495,7229005,8556058,5657766,6667320,6987652,8171529,6508162,7452492,9207798,6560636,7198246,9486295,6931455,8221428,8332460,7107097,8113436,5324717,6724356,6357405,6369394,6723707,8149802,7119640,8335538,6920892,6730778,9301169,7348521,6566931,8566438,7947294
2021-11-07T06:50,6260998,6403326,6795121,8507050,5377411,8242423,9007146,6411913,7412055,7786055,7620401,7111083,6954042,7604383,6177800,7530101,6681543,6480406,6897459,7492663,6093688,7997960,7364491,5591776,8123643,8483999,6914486,7814649,7175034,7125037,7643509,6300264,8092357,6099977,8117112
2021-11-07T06:55,9719127,6475530,7094008,6221926,7302010,6114052,5963695,7519433,7475373,9913390,8106375,9081658,6358574,7506982,7692018,7268348,6732440,7017217,7015179,5795172,6555416,7846236,6009985,7527346,6573884,7290378,9352254,6748782,8736331,5567018,7104827,7920464,8256878,8315848,7873102
2021-11-07T07:00,6918440,7487155,5448564,8193593,7600217,8570726,7371346,7303113,6958452,7738089,6559143,6017118,6131778,6013087,8945578,7875053,6552002,5273819,8642667,6684812,9382498,6390365,7631175,6396694,6509927,8705871,8066353,5623097,6417603,9108275,9809733,7491991,6869039,7162499,8076895
2021-11-07T07:05,6010481,8779451,7839067,5505337,7030738,6389546,6441546,5571753,7100311,7889568,8469514,8266613,5676054,6375093,5566317,7684661,7483032,5807577,6271787,8014143,8239294,8398204,7644020,7119045,6288263,6040570,12572542,7789483,7180744,7539371,7459184,7395496,9190465,6538612,6033704
2021-11-07T07:10,8279560,7588429,7938022,8556720,8043690,6974923,5815811,7012365,4844582,5659254,6088950,7460395,7924725,6708504,7496256,7436095,9305900,7677525,6627257,9033521,9077557,6710519,6769983,5996703,8112687,8679906,8480084,6090733,7275833,8229883,7864940,8426011,10096958,6542266,7153587
2021-11-07T07:15,7528045,7774205,6660863,7373550,6100894,6452395,6286285,6274206,6565747,9082563,8398278,9035223,6033705,7326442,8993925,6999612,8755490,7571442,7665928,7738374,6584648,6624715,7275173,8170213,5881931,7516452,8541614,9213768,8060386,6885086,7536141,7134356,5892850,6975757,9548539
2021-11-07T07:20,7817653,6495899,9173952,6934232,7139748,7831876,6948805,7356110,8392553,9343041,7887781,5852155,7700769,7979469,8781368,7976396,7689795,7156305,8118996,7077444,7585002,7107623,8224410,6454088,7879519,5992662,6654049,7060616,7439182,9254300,9000689,5048364,7178272,6374174,7944235
2021-11-07T07:25,7123917,7226622,6318587,6904979,6341786,6867777,10485419,9958453,7803256,8207939,7665672,6754207,7922798,6761195,7370916,7300561,7003209,9136012,6656124,7695727,7929422,8166291,7391654,9017517,4854817,9465790,8080714,6059262,8543904,9534309,5651053,7191782,9358501,7070812,7345602
2021-11-07T07:30,6768812,6986335,6301310,6185785,5746787,5483755,7519735,7007991,7964154,6128182,9071215,8418467,6547915,7312285,7758937,7668902,8239145,6361413,7528948,8096953,6924721,6930120,9800174,6693666,6634310,7746921,7401816,7286447,9342460,8349833,8609939,7884264,5935904,7734823,8801491
2021-11-07T07:35,7730651,7916776,6419856,9102481,7459567,8312259,6748127,7036375,8270613,6284273,7364427,7740797,8918509,7597523,5352588,8296920,6769551,6084437,6327550,6454291,8671556,6369338,8506817,6027156,8566668,6436203,6623353,5634482,9571235,5388670,7334452,9706256,6116984,6469694,5892860
2021-11-07T07:40,8214970,7732329,6271830,6239512,7640240,7238441,7340956,6977746,8102898,7166203,5407245,6929720,7754268,8668087,5793089,6123848,6711353,7528486,8900416,8650127,5955753,6909722,7530153,6422241,6074278,6447342,7307995,8186048,5952983,6798789,7104603,9752499,7622198,7520146,6068539
2021-11-07T07:45,7881212,7644333,5139403,8438593,6132088,6665882,7445985,7598343,6870817,7392563,6692552,6155775,7884860,7818773,9501897,8860336,7284790,6432563,7890453,8671992,6766129,9077949,6926566,7805676,7762808,8005652,6650290,7254387,6861079,7691664,8555486,6644002,7379055,4472251,6270206
2021-11-07T07:50,7047367,6817588,6509356,7255782,6638029,6939797,7056601,8949175,8149781,6823926,7132558,8173898,6971555,7431616,7276929,8174508,7597193,5573376,7587805,6097551,7432944,7330613,8314816,8379817,8252901,6689592,6430535,7782456,8569664,7844838,7222545,7752197,7031004,7586775,5824299
2021-11-07T07:55,6375813,7059199,8114786,6847774,6128599,9474074,7110649,6874070,7081224,7177803,6862622,6286055,6745007,7125233,7144926,6763431,7754751,7824365,7862917,7101910,7092959,7330313,7374068,10079078,5997134,7244488,8025922,6144565,7440181,7936104,7540416,6159913,7332271,7445069,6111185
2021-11-07T08:00,6533540,7870151,7712266,7755391,5065407,7818710,7796714,7134809,9784241,6851716,6596857,6302265,9070821,8188401,8013638,6475531,7284828,7906352,7328150,5244422,6629027,6611566,6118989,6694199,7329073,7054090,6485097,8029828,7372626,6347995,7901581,9370082,6881737,7937989,7022635
2021-11-07T08:05,8292211,8549458,7872256,6330528,7766694,7648970,7452251,7610938,9411938,7186147,7052848,5935028,6079783,9304168,9098548,7214339,7441156,6840800,7754942,6714953,6950199,8664187,7536195,8601584,8045578,6890265,7082939,7314753,7397347,6910941,6201485,7697875,6499704,9067790,7752684
2021-11-07T08:10,7962263,6885638,6582728,7316485,6625219,8973299,7767259,6919132,7557988,7181852,6687531,7592033,7650498,8985097,8453461,6123914,8908871,7254947,6010789,7907074,6873299,7565031,8020325,8804626,7417568,5456754,7376715,8765881,6534719,6915494,7998540,7724939,6681651,8001604,7064708
2021-11-07T08:15,8391304,10540120,8564098,8512916,6536010,8297313,7287031,6641158,6135981,9625691,6665322,7421180,8108617,8759102,5562379,7848509,6568031,7348491,6064123,8969032,7482943,9303056,7945449,8104204,7846724,8892352,6690736,6349301,9263355,4809390,8332946,6028906,8895546,9374309,7291194
2021-11-07T08:20,8062124,7967763,8808871,7853368,9324008,7249090,7668308,6581377,7605951,8913399,8011132,7081877,4316938,8656706,7147920,6639400,7068802,7385601,7910661,7796900,6442378,7267752,5986154,8002900,6332861,7716455,7098011,9299396,6671958,6692188,8906904,9359238,7501484,6708902,7988187
2021-11-07T08:25,6869660,6782917,10475267,8084657,7062891,7062388,6755215,6327969,7331195,7362079,7629794,7145754,8598440,9447026,10848921,9413076,6515639,8102907,9899571,6174336,6164495,7103804,7135483,6039937,8041348,5138181,5886536,7194206,7262917,6724736,6747305,6636684,8448696,5804382,6791812
2021-11-07T08:30,6351641,7427529,8968832,5289500,5998502,8375510,8003044,6626550,9304247,7326218,7135795,6703833,7509213,7343901,7700687,6563210,6235338,7014183,8693238,8056346,8156274,6187227,8947671,5761179,6483922,7945944,6247089,7653599,8008191,8632859,8391673,9123152,7149313,9054472,6030761
2021-11-07T08:35,6845731,7775597,8561872,8996025,6172135,5573599,7492295,6968441,6692415,5841710,5693391,6433270,6645043,8536055,8066176,6974231,7733237,7340325,7771010,7163240,8117245,6787193,6599638,7704938,5397248,5960804,7656686,7522313,4689582,6400469,8010471,8031899,7011061,7699348,6180692
2021-11-07T08:40,8461389,7319648,8106788,5546530,9282040,8777888,7686121,5987686,5542524,8452468,7516960,6789220,7891878,7171105,5374964,8432355,8137518,7825289,7103633,9043529,8921224,6984997,8198894,6644957,7019041,7455097,6645870,7089680,9079260,6642973,9111040,9146578,8061342,6272819,7530642
2021-11-07T08:45,7125520,8326567,6422811,7326568,6194506,8223835,8305381,7561206,8719560,7407444,5590483,6958684,6867209,7993207,5609419,7995558,7765334,8096632,6690992,6356554,6913023,7366031,6379605,7514376,5435023,6805761,5299441,5930561,6636948,10118286,7023922,7085430,6222496,8523412,6093190
2021-11-07T08:50,8951894,6932389,7105412,6322169,8287627,7067067,7199944,6898677,7439622,9361953,6954549,6640346,6986109,10577151,6135092,8492547,7290309,7809192,5691558,6800184,6247711,6645455,6106136,8218877,5425928,9501171,6871364,5799732,8424378,7481750,8563365,7448901,7485419,7379215,8598858
2021-11-07T08:55,9150951,7496577,6608052,7182797,7952413,7339545,7588886,8240301,6238127,4926020,6798932,6595740,6945740,8799942,9056039,7193614,6640480,7927026,8104333,9389349,8610136,4546617,7171805,6443795,7427998,9261279,7334335,8501496,9424937,8867000,6859003,7048005,6311483,7677227,8020287
2021-11-07T09:00,4846197,7350429,7503795,7457555,6213022,6888427,8436251,5375940,7991531,7419932,7526994,5633760,7672453,9373711,8066951,7878352,7467182,7666348,7959156,8811003,8924162,6631826,6459115,6650500,6964086,8308567,7612046,7630713,8308217,8114744,9048054,8117816,8463731,7717018,7029075
2021-11-07T09:05,8788751,6559936,7436633,8153942,7228901,5912381,10229233,7889326,7449373,7982006,5822714,7944361,7512202,6510315,6956377,7815537,8598261,8302894,5398638,6420427,7509554,6448333,6805717,8185508,8287706,7579777,6001358,6758883,9382182,7807732,7394995,5645078,5869998,6180542,6227294
2021-11-07T09:10,9668763,7577787,7448933,7147974,5585426,6441399,6527516,5760958,6926638,6091179,6957727,8371249,8598062,6744422,6841865,6459165,7841515,7223421,5589239,5884758,6474748,8185292,6533713,6773208,7713002,6766980,8395739,6229032,7527211,7928109,8628634,7679696,7937010,10735791,6310317
2021-11-07T09:15,7874464,8684392,5006415,7843283,8125002,9731564,7494319,5976983,7525970,7144590,8336591,9296177,6958481,7014962,7709255,7427991,6165509,6240335,7877917,6567517,6748580,7199046,7824038,6215630,7548198,7252747,8201739,7681820,5813452,8323407,6934028,9240633,8090917,6930743,8314892
2021-11-07T09:20,7386047,8724608,7275542,8044563,8568164,6722171,5299985,7221767,7534509,9062614,8554165,7632175,8540593,9240269,6560009,8113234,7516698,7645867,8486228,8452592,6952432,7462356,9119909,6884765,7067353,6654066,5864768,5725320,8179092,6618895,6831725,7362026,7732934,7355820,8708053
2021-11-07T09:25,9494960,9054529,6912713,8334039,7565730,7168485,8207436,7104024,8136131,8351696,7369138,8487174,6504239,6945286,8800261,6846496,6786272,8029712,7771173,6790152,6871536,5089341,6735318,7136427,7662560,7618872,9057602,7281514,7361743,7601073,7087885,6740555,8549878,8089238,10306041
2021-11-07T09:30,5521908,9035534,7223133,5158615,6133650,7526144,6027990,9461413,8929579,9856390,5276013,7837839,5982362,7219558,7578952,6417412,7400161,7586448,7392878,6457396,7861280,7396868,8964633,7194877,8125591,7003634,7591720,7639731,6712245,7429379,7500513,7048401,5232789,7897393,7866753
2021-11-07T09:35,7433227,7475329,5084467,7363543,7759691,8186541,8407024,7136049,7249774,9633806,6707452,6668562,6416538,7908723,6733218,7391670,6590778,6924203,8020790,6796206,8108381,7278764,7033930,6045798,8595793,7645741,8488787,6446134,5328745,6557384,10091615,5231988,6300424,6692741,7622618
2021-11-07T09:40,7990998,7457710,7234711,7041359,8344488,5789699,6453468,7970195,6823163,8957264,6840628,6973823,7874112,8445185,7999139,7103605,7452417,7079594,8203086,8974338,9408615,6597579,6558933,7631204,7132913,7328285,8958963,5697448,6387040,6108637,7122532,7317543,5437222,8249546,6104784
2021-11-07T09:45,6379133,8596511,6826257,5831727,7001632,9167928,6762077,6709548,7767352,7429002,7757425,5653547,7007829,6584800,7072164,9152464,8141700,8145613,7982949,7773660,7473321,5251698,7862383,6358057,7482538,7300279,8392583,7872107,7373181,5493090,7394232,7915504,8526447,7966983,7151049
2021-11-07T09:50,6230713,9017030,5914203,5712045,8670939,7577459,7926307,7077248,6149484,7557316,9028165,8365601,8678760,6960443,6976639,7470353,4957435,6614350,7085237,6699995,7334867,7682117,6395519,7718671,6971509,6807270,8976261,7904725,6731094,6060183,6098528,7581306,7364708,8214221,7876511
2021-11-07T09:55,6301962,8139637,7950080,8032257,8632135,8144640,8636344,7817537,6294873,5962110,8910835,7173865,6623909,8906039,7666507,8927682,7544488,6403428,7748471,9146883,6825894,8141544,5799161,8421680,6265389,7398530,7402903,7122323,6541233,7092502,7294000,7509170,6488414,5594101,7854800
2021-11-07T10:00,8511592,9350628,7149332,4729285,7753473,7639651,8295559,7348498,7258507,7475538,7601626,7626746,7779202,8464088,7367627,9220353,8363548,6920015,5827206,6323974,6632683,6857076,7265200,8067002,7388049,8758433,5867675,6550321,6897263,6416663,8438630,6643505,7738829,7315692,7000810
