mtime,AB,AM,AO,AU,BT,BY,CV,D,EH,EX,F,FT,FZ,GI,GT,HK,HT,HY,IK,JT,K,KN,KR,KT,LM,LP,MP,NR,NV,PU,RS,ST,TW,U,WX
2021-11-01T14:55,8337217,7904664,7027581,7571799,6949906,6034748,6669461,8691108,6950685,5726686,9352944,6561171,6740709,5331229,9062535,8062623,6278776,6335289,8752069,6998110,7214352,8265963,6924430,7271157,8331296,6934761,6107310,9214045,8603126,8303439,6640629,8547704,9556445,8138498,7393303
2021-11-01T15:00,7221562,7515578,6302681,7495140,7296090,6202360,6750778,7429837,5282139,6807187,7561968,7657943,7327050,8200471,8324798,7319921,6949193,7620666,6893182,8940714,5645066,5299191,8457382,8683434,7402432,6775197,7948999,7233840,7199876,6980234,8506148,6286904,6876968,6525812,5967814
2021-11-01T15:05,7244168,8520379,6940510,7147909,7532911,7054957,5734713,7824918,7947079,7099807,6352400,7456833,7369934,8344767,7395929,9086126,6972059,8373486,7578390,8183034,8974664,7626630,8925970,7164986,6912471,8095138,9384956,5849466,7775563,8013693,7229125,7430972,6433594,5426851,7768452
2021-11-01T15:10,6969562,7644310,7254547,8770623,5836370,7162822,8320567,8037572,5857646,8838471,7950348,8395002,8504250,9306634,6768900,7272890,6449138,6363018,7067289,7879044,8715722,6944125,5706347,7224112,8888112,7661165,6863715,6811309,5405944,7926290,7840434,6831742,7281965,6758298,8671492
2021-11-01T15:15,6703965,7541739,7789853,8523673,7423531,7109323,4897050,6631428,9175972,7522999,6446047,7484355,8785591,6839465,5089670,7485755,8509871,6348071,6458556,9584712,6118557,7123297,7190328,6566546,7486043,9615399,3903016,5617685,6848582,6887924,7361954,7360978,6947066,7708975,7321290
2021-11-01T15:20,5255069,7669552,7117926,6335873,7889505,8090890,6014239,8089116,7558553,5601465,8534075,7865245,8324181,6828144,6805146,7470005,8308177,8057154,6211948,5620300,9140702,6989788,5718820,6491109,5887574,7732026,6947081,7181843,7712503,8847155,6862905,6311409,7639803,6493037,5848066
2021-11-01T15:25,5225322,9577883,5717790,5873711,8418413,6962434,9045094,6029256,9680255,8033658,6099858,7064991,8133134,8339688,7045275,8848870,6987931,6371754,7653941,5465925,7542520,9257628,8715207,9901032,7436889,7944216,9199103,7004324,8251784,6947245,7734618,6739507,6680412,8735217,4619407
2021-11-01T15:30,7760990,7286953,8382751,5635588,7901923,7941766,7624281,7772395,5824833,6204594,8835829,8346402,5762360,8273463,6696541,5641983,8044973,8326241,7659505,6800075,7709625,8225098,6418001,7187917,8445427,9995956,6631632,7877843,7378061,7817365,6483404,8853181,8856854,8474676,8051010
2021-11-01T15:35,8660696,8557901,7022508,7199062,8398789,7510195,8251021,7769560,8065620,8382068,6779957,9049652,6513457,8098805,6868987,7012128,8384973,7570894,8334699,7534960,6884418,6956466,7283349,8608108,7520287,7184875,7984183,7786155,6522546,4760756,8226712,7660178,9009545,9188892,6957351
2021-11-01T15:40,7159469,8094975,6678575,6845730,7612811,7751485,7621265,6118621,7191988,10490907,5925388,8498347,7955886,7985318,6521575,9007571,7762579,7950273,7500355,7325941,8347153,5615404,8366466,7852067,6034626,6543639,9690818,7055984,7213842,5554811,8049618,7934237,7911456,7513388,6240799
2021-11-01T15:45,7531173,7093441,7420731,9514462,9281701,8558399,7685121,6094653,6608345,5878045,6882749,7427283,6654711,7210157,7555490,9949023,7856811,8941300,5703429,7986351,6377142,8322407,6456461,8218787,7452806,8235413,5694653,8294557,7962171,7046768,6954078,8366050,7415598,7080767,8554287
2021-11-01T15:50,7127989,6294082,6715485,8809063,6316748,5401625,8293432,6075012,8402125,6283276,9085768,6662122,8173377,7513603,6788883,6007778,8766843,8073622,6508617,7164546,9065574,7255773,7050662,7442091,9118171,6615563,7460413,6044796,6442625,5604544,7243513,7399726,6318530,9133729,7087828
2021-11-01T15:55,9478929,7376372,7611092,6410413,8859560,8066683,6080459,8127255,6109535,10061523,7363959,8133749,6478585,6441696,7998238,7161498,6539904,6525965,8255267,8556028,6689504,8320153,8061032,9791118,9517716,7011940,6003902,8659443,6897506,7021244,6769054,6902404,7865167,8081772,8357594
2021-11-01T16:00,7302969,6918445,8155114,7809094,6983147,6885109,6188857,7842466,8081600,6837349,6561383,7551607,7790198,7823700,6983865,5059204,8806421,5802040,8036670,7840032,5906695,7891940,9310638,4386988,7493368,6932128,8725676,6712517,8631178,8258625,7825544,6864385,7588615,7626723,5925211
2021-11-01T16:05,5834829,9067934,7977626,7727984,5567495,8034486,8473183,6962338,8223131,6699321,7312804,9078003,7513926,5026966,6395539,6256217,8911026,7664015,8901258,7114196,7641120,6507951,7156709,8611576,7464461,9057265,7803264,7411084,5303129,9154733,6810740,7349033,6919454,6369715,9022274
2021-11-01T16:10,9729802,7035245,7245443,7593812,6919374,5948355,8352293,6426628,6361791,6691779,7605553,8407425,7743079,7039261,8584566,7843365,7870586,7070768,6063676,7561425,7129374,7036651,7408947,6232015,8021815,7273941,7757967,6561199,6007988,8185264,6040769,7253212,8728236,6948542,7767901
2021-11-01T16:15,8585895,8437327,9153061,7568691,8191850,7227351,8363490,5667237,6505438,7600200,7604696,8141927,5240045,7807855,6398876,8116569,7011935,7263387,6860926,6569887,6887524,5993927,7113931,7323500,7172732,7044832,10158978,8346910,7885883,7873843,6618536,6458496,7479503,10517484,9015298
2021-11-01T16:20,6842852,6573989,7297759,6738894,8764843,6025410,7561682,6139722,6995993,7429372,7198670,6372524,9020786,6372291,5980524,7132328,7680290,6859430,6607041,6236709,7073887,8076306,7217919,7109425,5528658,5628106,6013159,6390584,5336567,8553532,7589893,6662638,6195983,8937195,6707959
2021-11-01T16:25,7893160,6715819,9842978,8223561,9106258,8433676,9270346,8595537,7553147,7164073,7417147,8012532,7145357,8596134,7421757,7654958,7596952,6678796,10597709,6760827,9193371,9031517,6851759,5229428,7128379,7025011,7598158,6971994,6299147,6815494,7244810,7579488,7866160,6140910,7381150
2021-11-01T16:30,6242865,6572708,6752203,7366687,5435999,5957173,8337240,6775403,6226725,7434142,5774779,6657192,6823925,10079777,7321483,8478432,6947606,8355887,8091371,6524803,7031090,5857519,6593666,7550112,6660604,8606233,7120777,7024703,9884563,6615787,7379157,7935787,6337787,7073828,9281309
2021-11-01T16:35,8407737,7663624,7266807,6931749,6814216,11322821,5707018,6722346,5999744,6731420,7303473,6717521,8456539,9010222,7352555,9035812,7821767,9734646,7719483,5893318,7742034,8093871,5428753,7834098,6493398,7821290,8553542,8172744,7465010,7232364,6373228,8011337,7394762,8446664,6478238
2021-11-01T16:40,7441641,8791409,7584755,5869354,7722741,10363437,8226409,7831156,5293928,7005847,7405155,6871454,8273195,8614583,8189198,6830245,9566756,7350278,7735894,7232089,8411033,8738229,6619433,6745048,7763476,7026685,7858867,8076961,7570296,8475740,6088154,6813097,7331759,6750362,6963801
2021-11-01T16:45,9715662,7269895,8100089,6624166,6439614,9335011,5605944,7020181,7392095,8957730,7291360,8810576,7122968,7504295,8766021,6142371,6603640,6596095,6901547,7725105,8107669,8559967,8737890,6710875,8131453,6629027,6494441,5920273,5597114,8108971,8102449,7978698,6425809,7591923,8479133
2021-11-01T16:50,9262041,8349312,7371025,5550811,7274421,8030617,8076191,5620916,6875941,5855821,7625908,8794680,8247293,8475211,7387148,5604246,7687770,8388734,8388958,7916666,7636557,7346220,7215170,5518050,7317832,7748144,4971246,7982023,8225852,6639408,8193175,7722639,7479643,6690106,6703819
2021-11-01T16:55,9138131,6629538,7032928,9649421,5450036,7311143,7826300,5875768,6798645,7332584,9011251,6480370,7400087,6820769,3723260,7973968,7958168,6048845,7805860,7742549,6898431,8878393,6811131,7839700,7699223,7281747,6433474,5928461,9379997,7898093,8739618,9570254,7847206,8945820,7807341
2021-11-01T17:00,8505025,7530098,6358954,7608248,7374370,6635468,5413743,7860088,8315487,7965855,7968028,9009494,9501079,6414227,7280714,6934990,6153852,6612666,8605820,6418874,8243057,8428451,7658973,8390878,6345362,7646951,5854837,6812578,7875030,6728334,6273647,7686279,5593740,7268199,8623859
2021-11-01T17:05,7011886,7600583,7398855,5164201,7054785,8607424,8332400,7935178,8919134,5302413,6835697,5312660,8949419,6379021,8476159,6939473,8756339,6186736,6763127,6811212,8033778,5319134,5873378,8687739,7359727,7784339,7001433,7287900,7612891,6898410,7675966,7400119,5580140,6341775,7074166
2021-11-01T17:10,5371030,8443937,8422493,8371782,6820955,7785861,5836472,9053074,8384499,7381802,6732337,5880196,6856450,7749406,5958916,6485136,8560748,7586227,6296832,5845665,7194419,5864434,6455487,7857971,6130739,5277168,5821698,6789515,5351154,7177308,5248825,6740414,6840131,7328858,6662411
2021-11-01T17:15,6309409,8207856,7017833,7107349,6953395,8483834,7791141,7285626,8790511,8021839,7457050,7247341,7611731,5928988,8908931,8103577,5852670,10232153,6168020,7613459,5715226,6339816,8166971,8136824,7614865,6299828,8146186,8652122,5913890,6881521,7133064,9619285,6933143,8270499,6067738
2021-11-01T17:20,7811701,9503878,7965275,6233208,5952082,6220181,7275917,8252421,6009796,6182185,7066320,8125510,7504196,8098636,6751808,6215127,7049874,6050455,6147041,8206860,6946687,7679215,6980884,7722495,8531734,7105345,7294003,7352873,7679489,6355943,7678500,7551673,8348017,7622539,7868752
2021-11-01T17:25,7498950,6119282,6923991,6972209,5606124,8877532,9061017,7633186,6634988,7224863,5262180,6317181,6958198,7913161,6828195,7912925,6974321,7775098,8303082,6050922,8104051,7961841,7445613,8394254,8125991,7144758,7506047,7793585,9101810,7749557,9039273,7699186,5368924,7307896,6248293
2021-11-01T17:30,6956279,7896934,7977644,8429574,8026798,7317695,6257198,7865240,5895817,7189183,6946638,7079997,7413629,7968902,7107400,6775555,6793377,5245882,7545346,7570062,8089479,6247982,6129450,7630356,8927495,7103907,9074357,7022357,7327679,6528353,7931164,6955491,8722284,8037946,7335505
2021-11-01T17:35,6771271,7680812,8554580,6469167,7409933,8217532,9502970,8460551,6135561,9092072,7542761,8591497,5905852,8714821,9220893,7110641,6344889,6635555,7470939,9053134,6713004,8094352,8216106,6225373,7737113,8280099,7971238,7966676,7074859,7240623,8352224,6518777,7316955,6766709,6709262
2021-11-01T17:40,7175633,7901818,8049387,6900208,7321469,8767376,7987168,6691453,7209629,7656694,6394162,7340930,8940311,5982701,7076544,5281771,5595499,9194868,6845340,8579945,6097485,6399295,5489167,7574186,7201097,6645268,8986516,7363699,8207324,7602946,6531833,8182661,8014126,6852300,6795641
2021-11-01T17:45,5987001,4364592,7304645,7697160,8241040,6692963,7608840,5662856,7730903,6811135,8296755,8644379,6920020,9160715,6308824,6694960,7561254,6995158,8943091,7980618,7076032,8816167,7903689,9458716,7214902,7719238,9066223,6536031,7905967,6621853,7088753,9528184,9209980,8184195,8300882
2021-11-01T17:50,6693444,7920671,7419694,8780551,8182095,6664841,6253008,6755029,7099929,6507931,6778686,8230741,8288745,8369401,5711856,7684214,7350317,8467439,7678073,9028749,9076620,8708226,8506171,9058500,7745625,6768804,6725195,7523006,7079022,6785188,6765564,6991004,7404876,5644242,5854043
2021-11-01T17:55,7139116,6732323,5531776,7461257,6702596,6533598,6761197,7238126,8549294,7661344,4917315,6630660,5470683,6754032,7609930,6333341,7203377,7229737,5973012,6483840,7657496,6853334,6138334,7997292,7066012,7363214,7471831,8710346,6807737,8868923,7609227,8463669,6790068,8040953,9328382
2021-11-01T18:00,7160171,6168694,9244150,5212851,7213688,7352048,9236476,8539459,7472455,8030904,8643143,7023097,9288994,8990555,8579607,7943986,7445006,8274632,6276713,9430026,5935757,8229495,7103509,9701064,6554883,7312896,7739008,6732382,7582518,8165220,5418046,7984506,6911095,7931271,6833894
2021-11-01T18:05,6068382,6157684,7758391,8318314,7832051,7271881,7167255,7299828,6972230,8104208,8294867,9358955,8035036,7718407,6368398,8108843,5098849,9236032,8466032,7107344,7763666,5712767,6772972,7647508,9443304,6826703,7055849,8149705,7110192,9472979,7843963,6906128,8667733,7831622,6905227
2021-11-01T18:10,5441972,5842625,7268274,6937013,6901126,8159203,8694273,6771376,7207533,6547706,9093366,8782861,7889029,8204855,7491055,8692470,7648620,8428621,6465111,7370235,7379282,8104665,7042139,6672963,6495952,6790199,6305711,7544925,8400854,7710779,8755240,6482322,7555356,5813301,7604724
2021-11-01T18:15,7396522,6659796,8452975,7193997,7404478,7619478,6674251,5633609,6878781,6730059,7204281,8058503,4879089,5868178,8142683,5566442,4502185,5638205,7894140,9151868,7325030,8126548,8298544,9082454,8403110,5384161,8766481,7566392,7900569,7420978,6371716,8152426,7548271,7765739,7588935
2021-11-01T18:20,6460583,7783125,7056142,8096300,7711109,7580347,7543215,7551811,8070509,6182467,6632242,7509600,7725354,6530296,7272120,8036890,7163973,7291056,8612351,8152304,7773962,6681373,6368865,8732406,5635881,7122690,7964047,8440622,6792581,6459491,7310992,8324527,8214593,7773410,4962648
2021-11-01T18:25,5626982,6519207,6043676,7615740,8416257,8335738,7545222,7870440,8298558,8037543,7311663,8092534,7716824,7649942,8223149,5679559,8226410,5349973,7947362,7386188,6609585,7116773,5498276,6563178,8406824,8663647,6841703,5684129,7153616,7005565,8820320,5831191,6883268,7940306,5777512
2021-11-01T18:30,6206762,7697572,7369225,6808376,7285667,6683482,8952275,7545545,5249508,7763380,6372924,7146699,7831902,8903615,5558535,5547091,5183257,6809851,6341242,11016500,5677343,7360091,8134940,7435565,7938549,7963116,9729304,8190172,7479738,7211540,5858545,5990865,7107864,7711391,8171184
2021-11-01T18:35,5132594,8500965,6613793,6696578,7711965,7509005,5074898,8149362,7455137,8385698,9298994,7102771,7141589,9092370,8259091,8887905,8388672,7843428,8232007,8170236,7966446,7735474,10174673,6502700,7190697,7555140,8971898,7723706,7569432,9118114,6454109,6314325,5822672,6789406,8027943
2021-11-01T18:40,8501342,10389464,6739469,5521898,5696348,7653466,6323144,9642044,7834496,6479056,6932512,6069129,6869339,7727371,6279586,7562670,7819394,8874702,7911702,7776241,9208562,6643858,6620910,8327606,7775603,7316464,8287938,6763674,8108585,5757660,10706856,7423672,6654362,7360546,7114911
2021-11-01T18:45,10287843,6317276,7788169,6116591,8194126,6334566,6461651,7723900,6701549,7107850,7793604,9017354,8898184,6647043,8951336,8116003,6691992,7747353,6720986,6015512,8754528,7346065,6417646,7199713,9250627,8439169,6828624,6916591,8307442,8581670,7354174,7224593,5845528,7261018,8352135
2021-11-01T18:50,6559861,7639671,6918213,9146499,5615925,7073657,7557417,6752320,6851226,6744831,8365880,6484738,6571773,8850478,8746652,8757666,7246459,6757181,7955570,8037668,7928135,6910805,8400117,5796279,7447493,9376276,10079589,6998446,6829006,7840048,6870405,6982881,9146098,6812881,7121456
2021-11-01T18:55,6579805,7049465,4678872,7046682,7416749,5984100,6357772,9017350,6218413,6099702,8418723,6739879,6348294,8298606,6084116,9028517,9010382,7912319,7964308,7700570,6843229,8044478,5578943,8463958,6340385,8646014,6818878,5975165,5412401,7748839,7270412,7343418,6910068,8492446,6717384
2021-11-01T19:00,6884078,6335650,8122333,8072086,6824524,7628329,8618556,7566238,7855623,8380939,5905599,7167374,6843536,7247235,7217872,5881460,7028227,6447647,6776239,8687313,8397486,8839769,8712466,7214510,8189578,8070525,6994664,7662528,7794325,6525398,6729881,7110242,7943441,6259398,10138678
2021-11-01T19:05,8930851,6810494,6775072,7423876,8808909,7901684,7420257,7990415,7938167,7095603,6635239,7217436,6531735,8665369,7541724,7161312,6437151,6132878,6749395,6713407,8398856,6816849,7873989,6279938,5125458,6661705,8259001,6144632,7954387,7062428,6868693,5524881,9246354,7627007,8597140
2021-11-01T19:10,6869815,7558744,5274779,7521595,8302733,5624727,8446592,5529441,7449413,7587729,6499168,8071663,7381126,7488222,7730068,7516968,7337966,8240353,8901248,7601208,6700866,7267237,6994039,5627890,7530513,7149964,5860345,8003992,7463629,7042071,8299933,6538601,5974628,7347509,6181605
2021-11-01T19:15,5774189,8062273,9561900,8641095,8190593,7414169,9472723,7955235,7367320,8179552,8340798,6636959,7121388,7357439,5958150,7574370,7129725,6777135,8358976,6690832,7626443,7790781,9832608,6999989,7439378,6831586,8929396,8819037,7868356,7543117,7893879,9066712,7576699,6183649,9308214
2021-11-01T19:20,8376725,7625857,7021406,6087912,5676361,8204892,7580358,8322413,8961692,8221947,7050032,7610361,7250263,7078180,7681236,8056000,9783546,8183229,7267572,8147481,7391573,6972289,5587905,5695599,6907539,6103837,6506764,8843375,5128880,6923648,8041516,6053226,8648639,8008839,7133624
2021-11-01T19:25,8290913,7785364,6757550,6891980,8219110,9050202,8279615,7589740,7241817,8716690,6917001,8370478,6444419,6818382,7658063,7074456,6673405,8235743,7718865,8721720,6963533,6063908,7470065,7051410,7202139,7584412,9139874,7763551,8003446,8227199,8225145,7663939,8074207,7472386,5333651
2021-11-01T19:30,7464023,7599574,7211580,6642229,7185673,6790582,9152518,6989215,6833792,8261975,7184999,7807575,8449353,8272874,6834456,5907242,7655243,5646641,6236938,7254293,7443439,4438150,7005001,7026114,7603165,7916194,7800295,5288739,7734624,8400476,8646032,7682615,7884339,8319244,7027886
2021-11-01T19:35,6583660,7406567,6506346,7056134,9404631,8905769,7084826,7916851,7680692,6263112,6712313,7207103,5638511,7875360,5325316,8204963,6490687,7770140,5517279,6027261,6404891,6694157,6813759,5721965,7426171,7766781,8186877,7912955,6282573,5724919,6065193,5440403,9726974,6407806,7730306
2021-11-01T19:40,6335807,5083651,6700201,6709643,7588611,7575956,8558800,8725794,7538032,9199054,7583701,6978323,5983886,7983182,7224049,6896674,6341671,5180118,6786142,7534918,8023332,8869089,6547529,8645397,5119574,6543889,7107127,6998803,6462601,6351771,8015425,7575378,6800102,7625930,6839830
2021-11-01T19:45,6432658,9220198,6441449,5903387,6821652,5632669,7846338,6264094,8282621,8251147,9401014,6872276,7229444,8086296,6349547,5394779,8295036,7335106,8603326,8666475,6057496,7430102,9060577,7720703,6888018,8853293,7787612,6920407,9557547,6893904,5063308,6418661,7753657,5774050,7830132
2021-11-01T19:50,7431754,6006651,7446042,6501626,6307930,7584233,8138554,6768182,7326960,8319204,10046523,6531120,7301572,8106160,6834153,6778732,6898926,5728368,7509171,6901300,8132422,5973934,8569174,8101828,8481057,8285664,7641223,7634321,7562610,6559155,7034776,8605494,5237507,9252703,7330641
2021-11-01T19:55,7137159,6542871,8602795,7214562,6582014,6026225,8058118,8167545,7670332,7957333,8423524,7367464,7117670,6618258,7570383,7900724,7510682,7932189,7945686,6750038,6889384,7725165,5489346,6987931,7847066,7367835,8770521,6732617,6696311,9316891,9006425,7524320,7168239,6921285,7583618
2021-11-01T20:00,7052306,7435857,7723255,7475428,7999943,8703842,7740268,8533068,7161057,6986784,6968905,8697868,8730219,9835179,7202740,7972073,8247735,8431700,6283288,6878340,7271015,7280642,7645269,7236674,7765825,7020393,7342898,6532852,7431288,7337571,6394104,6523374,6181417,6853842,6635257
2021-11-01T20:05,9774641,8711181,7448372,7601378,8683023,7391834,7919463,9723000,6840163,7043328,8274086,8424428,7432923,7118434,8130600,7497324,8632389,6670185,6866064,7641495,6571422,7314709,8424165,6763061,7681914,7461253,6105057,7336669,7684571,6574130,7649555,8127944,6533298,7169996,7525469
2021-11-01T20:10,7033913,7151817,6835649,7220762,5996465,6299295,5678408,7689349,6954630,7709051,6236511,8537055,6281727,6934737,6906757,8275760,6685033,6784057,6291570,8672411,9117754,4838331,6696329,8748561,6938782,5611972,6492403,4271033,8267297,6682697,8778351,7540693,7975855,6785331,5902011
2021-11-01T20:15,7002442,8341376,7724677,6959872,5425270,6020384,5865634,6090699,7243516,5488446,5268009,8199608,6749227,7539263,7522998,6684618,5490790,7640258,8061211,6834024,7425702,6758106,7359819,8068126,8834021,5647744,6927614,9159576,5164838,7626417,6921716,6767240,6536708,8687063,6680675
2021-11-01T20:20,8177874,7282735,7564155,6380406,7774214,8658460,8546606,6456945,6879018,7056503,7179323,6877391,8163712,7941983,7257995,7357810,6755043,6974125,6816184,7649335,5653142,7389917,5580526,6908535,8139375,6233888,5389294,7333339,9079660,6881522,8216287,6598855,7974583,7577797,7128411
2021-11-01T20:25,6536920,7096809,7019097,7615702,8209202,8654822,9530231,7984330,8000670,9031765,6954703,8247179,7803341,8782750,7137672,7515038,9857226,7249688,7466612,8490988,9042146,9110418,8632051,6640958,6182693,7866302,8810381,7303834,5457154,8141802,9272365,6531394,7793155,6674882,7436678
2021-11-01T20:30,6455435,7224182,7932761,5730049,5570364,7564983,9289561,8412902,7855623,7957874,7889981,6894351,6885552,6706936,6939789,7062186,6581870,7642933,8605367,6779408,7019642,5848615,6740253,6141844,6712874,7620451,7371565,6935561,7990032,8198069,8727712,7952069,7578021,8762265,6966138
2021-11-01T20:35,7538877,6977961,7716657,4772824,7514304,6998669,6245220,6424806,8246446,8744939,6654677,6458796,9706886,8263759,7768703,7350587,6074603,7503139,6196169,7779450,6592158,6954091,5595618,7322101,6132664,9394231,9154295,9312176,8437456,8302505,7832336,8543946,7255140,10347061,7145293
2021-11-01T20:40,8843263,9646192,6848377,8049166,6352174,7566003,8053437,7495297,7491297,7595031,6186165,8872413,7075018,7556970,7269046,10400878,6593717,5386849,6990010,7824838,6218243,7409940,7697818,6928481,8696345,7203812,7659557,5876852,8313792,6689022,6269311,6040119,7035818,7508698,6417518
2021-11-01T20:45,7409056,6698049,6304783,7530258,7534202,6393429,9862816,8227658,6649100,7463357,7805932,7115124,8906387,8355567,6122988,8113343,6422854,6264907,8661146,5974141,7070516,7931284,7775284,6227360,7849277,7240808,6360201,7936215,6413579,6902471,8048599,6489907,6571236,8868491,5594636
2021-11-01T20:50,6135984,8815468,7877270,8218582,7071330,6678794,8472972,8111489,7779342,7382617,7226760,6002765,7952778,6498816,6781978,7947004,8082295,7060431,7258294,6714309,8739808,6176827,8660173,6436269,7215768,9232236,7814257,8029216,6644188,8515170,9597878,8738721,7316998,6025575,7982680
2021-11-01T20:55,7961784,8532455,8083087,8286722,8226336,8665291,8091762,7640050,6438176,6120280,7783733,6487606,6809910,8172973,5987062,7598747,6930475,6959470,9131757,5293781,6858701,7510416,7189696,5911017,6486698,8397162,7882086,7517954,8404221,7464130,7666334,9930249,7452273,5879081,7124448
2021-11-01T21:00,5837546,9248147,8740763,7838829,6274891,8649047,7342201,6581828,8331711,8705369,8531210,6681375,8464074,9030878,6171777,8246719,8769840,7625725,7546804,6745646,7622410,7419021,8929923,8822500,7704794,8077276,6102459,5892073,6593330,6564965,5568703,6909242,6426075,6625922,6569663
2021-11-01T21:05,6061056,4911087,8087618,6288943,6482000,8508473,8830888,9536836,7071874,5824008,7753676,8062940,7873247,6512595,6925070,8654921,7499776,7186338,7254740,7092280,9049504,6887909,8239637,5969870,8041289,7453929,6431391,8192367,7283158,7152003,6355396,5599308,8612710,7487607,6951319
2021-11-01T21:10,5594811,6874503,8510427,9429977,8908000,7903395,7377362,6364316,6599046,7700906,7985070,7626546,6759943,7203788,5553633,8909665,7511049,6173109,5477124,8126218,7617950,6831624,7796550,6630447,7725920,7467210,6008698,6974965,6651764,7188505,4201099,7014741,7171720,6389987,8582594
2021-11-01T21:15,6927350,6856241,6904661,7595475,6577625,7206803,8509389,5148015,6762978,6278912,6960514,6666377,8881035,8036138,6317895,7025190,7727579,7333069,6637484,6762736,9209714,6848862,7746432,7617655,6402446,6171726,5599604,6060586,5996790,6717043,6085438,8512746,6875776,7030317,7906664
2021-11-01T21:20,6353528,7868398,6522597,8518067,7361006,8301774,8045796,5630013,7531853,6979346,5398510,7547354,7330606,6834099,8096178,5932680,6315136,6067527,6558004,5776298,7292355,6579747,6899365,6641782,7337807,6588289,7882549,8572671,7290998,6442352,8967815,5728352,6148601,7203270,7466382
2021-11-01T21:25,9158142,7238260,8512934,8169011,7983084,7299589,7259325,7685273,7068180,7278093,8011815,6673565,6526372,6556943,6700987,7354438,7870440,7131258,8284616,7525695,6355417,5938339,7742956,6932691,6514002,7081940,7387106,7580820,8268710,7069656,7635164,7469418,8189124,6845187,6336049
2021-11-01T21:30,5673800,7926862,7941684,5984745,6251526,6149369,5928218,5446791,8212722,7507257,5662808,7982671,8518726,6242971,6720482,7091926,6038567,8398397,5278091,5141286,6314077,6700689,7443210,5732893,8218062,7385957,8475195,7884079,9308186,6625681,6219483,5901665,7184901,7853964,8830158
2021-11-01T21:35,7350034,5859949,8055583,9529673,6106449,7794218,7518692,7408926,8014620,6280218,5232533,8766626,6717182,6903043,5788276,6678116,9676955,9018078,8016469,6036300,8579545,7593003,8501133,7606138,8521481,7425502,9069239,8558351,5519058,7158324,6855682,7440760,8437599,5995431,6097176
2021-11-01T21:40,7832188,6305761,5758237,6981997,6366052,8285444,8439084,6182603,6261455,7807439,6564934,7626263,5967476,8429621,4966720,9083266,5367596,7884207,5998735,7708796,7393354,7120688,7583160,8226899,8104590,5915629,7918928,6057762,9595832,7087023,7677451,7844069,5713043,8871562,8104823
2021-11-01T21:45,8275650,7229977,5776157,7580802,8207200,7160738,4827818,7091407,8886404,7230367,9078976,5636577,7991433,7773634,6128216,6563071,6917985,5905970,8704511,7918473,7471789,8326609,6467398,7514221,6682017,6296048,7180339,6418692,6608341,8455649,7675296,8435058,6951589,7148936,7292644
2021-11-01T21:50,7918352,7334043,7521947,8608708,7291067,7724809,8939206,5343760,7899215,6416114,7345882,4733920,7795680,7617325,7130656,7643067,8364982,5723401,9174830,5939051,8031339,7799469,6810535,7967871,7743983,7383070,7872219,8006979,6878378,7125618,6640299,9404485,6925029,6748725,6978997
2021-11-01T21:55,8503686,9920207,7189485,6370469,6240153,7982778,9112580,6653979,7688083,6478706,8580669,8162482,9397037,5567922,7068134,10079164,6202912,7368457,6901529,8132240,6707645,8103566,7363092,6359375,6255974,8185128,8509473,6415655,9195172,4954011,7499106,6505247,8007995,6140252,7656728
2021-11-01T22:00,6375415,7028963,6489118,5709657,6913961,6512257,5956169,8248212,5956994,7950188,8089594,9894921,8273670,7111408,7185905,7659573,7994266,4856726,7889974,6775083,8941875,7096701,6463357,6549615,5220290,7642056,6843277,8119905,9109438,11084716,5697424,8501985,7564843,8995388,6523217
2021-11-01T22:05,8250399,7338531,9909196,6783630,9502175,6799558,10104357,6942739,6296342,6954053,6540571,7739177,7379533,7430351,7735263,7523882,5391045,7378989,7756438,5631337,7640728,8224613,8590729,6292932,5501953,6942775,6884928,7112610,7010037,7563271,5553879,6670177,10455565,8103776,5867314
2021-11-01T22:10,6766470,7613406,7114756,6634943,5829568,7627593,8355741,6939270,6798634,5853647,7133129,6688411,5575928,8617091,7515528,7270595,6328616,7134584,9405163,7108581,8944257,7586406,7642410,7106444,6187088,6457400,9161350,7103937,9491711,8092272,8234625,8932780,7157852,7527380,7102190
2021-11-01T22:15,6024028,7300636,8187925,7049841,6375537,7071920,7868553,7185395,5656947,7518884,7967835,5727407,6935352,7846754,6850557,7165336,6978112,6019087,7801797,7544254,7638982,7288622,7048601,6030892,7341520,8545765,6792880,7070284,7399287,8011223,9218186,7869157,5596889,9361753,8143838
2021-11-01T22:20,6085544,6652716,7514103,7564509,5921804,6093879,8495872,6523347,6834185,6949233,7388967,6277154,6592695,8425908,6745981,6283938,7463530,7737794,7546413,8441934,7797449,8843107,7197655,8265629,6376298,8760680,8790055,8739223,6232524,7379369,7889502,5655943,6910238,7593914,6143417
2021-11-01T22:25,7087864,7386335,7769425,7136814,6138800,8323528,7331359,9260663,8659854,7364096,6922744,6782557,7051961,9866046,7541120,6798485,6338606,7848367,6535212,6785832,8560106,7287417,7543208,9096620,7043348,8264109,6984771,7725273,7153087,8392856,7215425,7296706,8875413,8330427,7488113
2021-11-01T22:30,8021643,8157519,6281672,7606065,7535079,8921945,8391790,6441285,7305840,8038068,7004286,7768366,6153587,5974511,8384896,6995364,4690208,9043548,7836143,7855937,7071489,7862152,8538599,7449459,8891306,7178774,7934140,7708361,7124056,6609260,9249859,7869302,6435636,4574052,8177978
